hit_rate,embedding,text_search_weight,hyde_embeddings
0.9949238578680203,thenlper/gte-small,0.5,False
0.883248730964467,all-MiniLM-L6-v2,0.0,True
0.9847715736040609,all-MiniLM-L6-v2,0.0,False
0.883248730964467,all-MiniLM-L6-v2,0.5,True
0.9847715736040609,all-MiniLM-L6-v2,0.5,False
0.8984771573604061,thenlper/gte-small,0.0,True
0.9949238578680203,thenlper/gte-small,0.0,False
0.8984771573604061,thenlper/gte-small,0.5,True
